,Property,Image1,Image2,contrast11,contrast12,contrast13,contrast14,contrast_avg1,contrast21,contrast22,contrast23,contrast24,contrast_avg2,dissimilarity11,dissimilarity12,dissimilarity13,dissimilarity14,dissimilarity_avg1,dissimilarity21,dissimilarity22,dissimilarity23,dissimilarity24,dissimilarity_avg2,homogeneity11,homogeneity12,homogeneity13,homogeneity14,homogeneity_avg1,homogeneity21,homogeneity22,homogeneity23,homogeneity24,homogeneity_avg_2,energy_feature11,energy_feature12,energy_feature13,energy_feature14,energy_feature_avg1,energy_feature21,energy_feature22,energy_feature23,energy_feature24,energy_feature_avg2,correlation_feature11,correlation_feature12,correlation_feature13,correlation_feature14,correlation_feature_avg1,correlation_feature21,correlation_feature22,correlation_feature23,correlation_feature24,correlation_feature_avg2,asm_feature11,asm_feature12,asm_feature13,asm_feature14,asm_feature_avg1,asm_feature21,asm_feature22,asm_feature23,asm_feature24,asm_feature_avg2,PIQ_DISTS,Cosine similarity,td_b7,vents_count_1,vents_count_2,common_vents_count,similarity_ratio,label
42,20403,2019-07-18_7.jpeg,2019-08-18_8.jpeg,1.50,2.07,1.24,2.16,1.74,1.50,2.07,1.24,2.16,1.74,0.27,0.30,0.25,0.34,0.29,0.27,0.30,0.25,0.34,0.29,0.93,0.93,0.93,0.92,0.93,0.93,0.93,0.93,0.92,0.93,0.67,0.66,0.67,0.66,0.66,0.67,0.66,0.67,0.66,0.66,0.98,0.98,0.99,0.97,0.98,0.98,0.98,0.99,0.97,0.98,0.45,0.44,0.45,0.44,0.44,0.45,0.44,0.45,0.44,0.44,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
43,20403,2019-08-18_8.jpeg,2019-09-18_9.jpeg,1.50,2.07,1.24,2.16,1.74,0.84,1.01,0.72,1.10,0.92,0.27,0.30,0.25,0.34,0.29,0.36,0.37,0.33,0.39,0.36,0.93,0.93,0.93,0.92,0.93,0.86,0.86,0.87,0.86,0.86,0.67,0.66,0.67,0.66,0.66,0.62,0.62,0.62,0.62,0.62,0.98,0.98,0.99,0.97,0.98,0.97,0.97,0.98,0.96,0.97,0.45,0.44,0.45,0.44,0.44,0.39,0.38,0.39,0.38,0.39,0.20,0.59,3.58,4.00,3.00,1.00,0.25,Y
44,20403,2019-09-18_9.jpeg,2019-10-18_10.jpeg,0.84,1.01,0.72,1.10,0.92,0.84,1.01,0.72,1.10,0.92,0.36,0.37,0.33,0.39,0.36,0.36,0.37,0.33,0.39,0.36,0.86,0.86,0.87,0.86,0.86,0.86,0.86,0.87,0.86,0.86,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.97,0.97,0.98,0.96,0.97,0.97,0.97,0.98,0.96,0.97,0.39,0.38,0.39,0.38,0.39,0.39,0.38,0.39,0.38,0.39,0.00,1.00,7.00,3.00,3.00,3.00,1.00,N
45,20403,2019-10-18_10.jpeg,2019-11-18_11.jpeg,0.84,1.01,0.72,1.10,0.92,0.84,1.01,0.72,1.10,0.92,0.36,0.37,0.33,0.39,0.36,0.36,0.37,0.33,0.39,0.36,0.86,0.86,0.87,0.86,0.86,0.86,0.86,0.87,0.86,0.86,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.97,0.97,0.98,0.96,0.97,0.97,0.97,0.98,0.96,0.97,0.39,0.38,0.39,0.38,0.39,0.39,0.38,0.39,0.38,0.39,0.00,1.00,7.00,3.00,3.00,3.00,1.00,N
46,20403,2019-11-18_11.jpeg,2019-12-18_12.jpeg,0.84,1.01,0.72,1.10,0.92,0.84,1.01,0.72,1.10,0.92,0.36,0.37,0.33,0.39,0.36,0.36,0.37,0.33,0.39,0.36,0.86,0.86,0.87,0.86,0.86,0.86,0.86,0.87,0.86,0.86,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.97,0.97,0.98,0.96,0.97,0.97,0.97,0.98,0.96,0.97,0.39,0.38,0.39,0.38,0.39,0.39,0.38,0.39,0.38,0.39,0.00,1.00,7.00,3.00,3.00,3.00,1.00,N
47,20403,2019-12-18_12.jpeg,2020-01-18_13.jpeg,0.84,1.01,0.72,1.10,0.92,0.84,1.01,0.72,1.10,0.92,0.36,0.37,0.33,0.39,0.36,0.36,0.37,0.33,0.39,0.36,0.86,0.86,0.87,0.86,0.86,0.86,0.86,0.87,0.86,0.86,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.62,0.97,0.97,0.98,0.96,0.97,0.97,0.97,0.98,0.96,0.97,0.39,0.38,0.39,0.38,0.39,0.39,0.38,0.39,0.38,0.39,0.00,1.00,7.00,3.00,3.00,3.00,1.00,N
48,20404,2019-01-21_1.jpeg,2019-02-21_2.jpeg,2.10,3.02,1.41,2.96,2.37,2.10,3.02,1.41,2.96,2.37,0.65,0.83,0.53,0.82,0.71,0.65,0.83,0.53,0.82,0.71,0.78,0.74,0.80,0.74,0.76,0.78,0.74,0.80,0.74,0.76,0.35,0.34,0.36,0.34,0.35,0.35,0.34,0.36,0.34,0.35,0.93,0.90,0.95,0.90,0.92,0.93,0.90,0.95,0.90,0.92,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.13,0.11,0.12,0.00,1.00,7.00,3.00,3.00,3.00,1.00,N
49,20404,2019-02-21_2.jpeg,2019-03-21_3.jpeg,2.10,3.02,1.41,2.96,2.37,2.10,3.02,1.41,2.96,2.37,0.65,0.83,0.53,0.82,0.71,0.65,0.83,0.53,0.82,0.71,0.78,0.74,0.80,0.74,0.76,0.78,0.74,0.80,0.74,0.76,0.35,0.34,0.36,0.34,0.35,0.35,0.34,0.36,0.34,0.35,0.93,0.90,0.95,0.90,0.92,0.93,0.90,0.95,0.90,0.92,0.12,0.11,0.13,0.11,0.12,0.12,0.11,0.13,0.11,0.12,0.00,1.00,7.00,3.00,3.00,3.00,1.00,N
50,20404,2019-03-21_3.jpeg,2019-04-21_4.jpeg,2.10,3.02,1.41,2.96,2.37,4.19,5.92,2.35,5.29,4.43,0.65,0.83,0.53,0.82,0.71,1.10,1.36,0.83,1.31,1.15,0.78,0.74,0.80,0.74,0.76,0.66,0.62,0.70,0.62,0.65,0.35,0.34,0.36,0.34,0.35,0.31,0.30,0.31,0.29,0.30,0.93,0.90,0.95,0.90,0.92,0.89,0.85,0.94,0.86,0.89,0.12,0.11,0.13,0.11,0.12,0.09,0.09,0.10,0.09,0.09,0.20,0.74,4.59,3.00,4.00,3.00,0.75,N
51,20404,2019-04-21_4.jpeg,2019-05-21_5.jpeg,4.19,5.92,2.35,5.29,4.43,4.19,5.92,2.35,5.29,4.43,1.10,1.36,0.83,1.31,1.15,1.10,1.36,0.83,1.31,1.15,0.66,0.62,0.70,0.62,0.65,0.66,0.62,0.70,0.62,0.65,0.31,0.30,0.31,0.29,0.30,0.31,0.30,0.31,0.29,0.30,0.89,0.85,0.94,0.86,0.89,0.89,0.85,0.94,0.86,0.89,0.09,0.09,0.10,0.09,0.09,0.09,0.09,0.10,0.09,0.09,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
52,20404,2019-05-21_5.jpeg,2019-06-21_6.jpeg,4.19,5.92,2.35,5.29,4.43,4.19,5.92,2.35,5.29,4.43,1.10,1.36,0.83,1.31,1.15,1.10,1.36,0.83,1.31,1.15,0.66,0.62,0.70,0.62,0.65,0.66,0.62,0.70,0.62,0.65,0.31,0.30,0.31,0.29,0.30,0.31,0.30,0.31,0.29,0.30,0.89,0.85,0.94,0.86,0.89,0.89,0.85,0.94,0.86,0.89,0.09,0.09,0.10,0.09,0.09,0.09,0.09,0.10,0.09,0.09,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
53,20404,2019-06-21_6.jpeg,2019-07-21_7.jpeg,4.19,5.92,2.35,5.29,4.43,4.19,5.92,2.35,5.29,4.43,1.10,1.36,0.83,1.31,1.15,1.10,1.36,0.83,1.31,1.15,0.66,0.62,0.70,0.62,0.65,0.66,0.62,0.70,0.62,0.65,0.31,0.30,0.31,0.29,0.30,0.31,0.30,0.31,0.29,0.30,0.89,0.85,0.94,0.86,0.89,0.89,0.85,0.94,0.86,0.89,0.09,0.09,0.10,0.09,0.09,0.09,0.09,0.10,0.09,0.09,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
54,20404,2019-07-21_7.jpeg,2019-08-21_8.jpeg,4.19,5.92,2.35,5.29,4.43,4.19,5.92,2.35,5.29,4.43,1.10,1.36,0.83,1.31,1.15,1.10,1.36,0.83,1.31,1.15,0.66,0.62,0.70,0.62,0.65,0.66,0.62,0.70,0.62,0.65,0.31,0.30,0.31,0.29,0.30,0.31,0.30,0.31,0.29,0.30,0.89,0.85,0.94,0.86,0.89,0.89,0.85,0.94,0.86,0.89,0.09,0.09,0.10,0.09,0.09,0.09,0.09,0.10,0.09,0.09,0.00,1.00,7.00,4.00,4.00,4.00,1.00,N
55,20404,2019-08-21_8.jpeg,2019-09-21_9.jpeg,4.19,5.92,2.35,5.29,4.43,2.83,3.93,1.78,3.66,3.05,1.10,1.36,0.83,1.31,1.15,0.83,1.03,0.65,0.97,0.87,0.66,0.62,0.70,0.62,0.65,0.72,0.68,0.76,0.69,0.71,0.31,0.30,0.31,0.29,0.30,0.32,0.31,0.33,0.31,0.32,0.89,0.85,0.94,0.86,0.89,0.92,0.89,0.95,0.90,0.92,0.09,0.09,0.10,0.09,0.09,0.10,0.10,0.11,0.10,0.10,0.17,0.86,5.41,4.00,6.00,3.00,0.50,Y
56,20404,2019-09-21_9.jpeg,2019-10-21_10.jpeg,2.83,3.93,1.78,3.66,3.05,2.83,3.93,1.78,3.66,3.05,0.83,1.03,0.65,0.97,0.87,0.83,1.03,0.65,0.97,0.87,0.72,0.68,0.76,0.69,0.71,0.72,0.68,0.76,0.69,0.71,0.32,0.31,0.33,0.31,0.32,0.32,0.31,0.33,0.31,0.32,0.92,0.89,0.95,0.90,0.92,0.92,0.89,0.95,0.90,0.92,0.10,0.10,0.11,0.10,0.10,0.10,0.10,0.11,0.10,0.10,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
57,20404,2019-10-21_10.jpeg,2019-11-21_11.jpeg,2.83,3.93,1.78,3.66,3.05,2.83,3.93,1.78,3.66,3.05,0.83,1.03,0.65,0.97,0.87,0.83,1.03,0.65,0.97,0.87,0.72,0.68,0.76,0.69,0.71,0.72,0.68,0.76,0.69,0.71,0.32,0.31,0.33,0.31,0.32,0.32,0.31,0.33,0.31,0.32,0.92,0.89,0.95,0.90,0.92,0.92,0.89,0.95,0.90,0.92,0.10,0.10,0.11,0.10,0.10,0.10,0.10,0.11,0.10,0.10,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
58,20404,2019-11-21_11.jpeg,2019-12-21_12.jpeg,2.83,3.93,1.78,3.66,3.05,2.83,3.93,1.78,3.66,3.05,0.83,1.03,0.65,0.97,0.87,0.83,1.03,0.65,0.97,0.87,0.72,0.68,0.76,0.69,0.71,0.72,0.68,0.76,0.69,0.71,0.32,0.31,0.33,0.31,0.32,0.32,0.31,0.33,0.31,0.32,0.92,0.89,0.95,0.90,0.92,0.92,0.89,0.95,0.90,0.92,0.10,0.10,0.11,0.10,0.10,0.10,0.10,0.11,0.10,0.10,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
59,20404,2019-12-21_12.jpeg,2020-01-21_13.jpeg,2.83,3.93,1.78,3.66,3.05,2.83,3.93,1.78,3.66,3.05,0.83,1.03,0.65,0.97,0.87,0.83,1.03,0.65,0.97,0.87,0.72,0.68,0.76,0.69,0.71,0.72,0.68,0.76,0.69,0.71,0.32,0.31,0.33,0.31,0.32,0.32,0.31,0.33,0.31,0.32,0.92,0.89,0.95,0.90,0.92,0.92,0.89,0.95,0.90,0.92,0.10,0.10,0.11,0.10,0.10,0.10,0.10,0.11,0.10,0.10,0.00,1.00,7.00,6.00,6.00,6.00,1.00,N
60,20405,2019-01-23_1.jpeg,2019-02-23_2.jpeg,1.13,1.66,0.89,1.55,1.31,1.13,1.66,0.89,1.55,1.31,0.39,0.47,0.33,0.47,0.41,0.39,0.47,0.33,0.47,0.41,0.86,0.84,0.88,0.84,0.86,0.86,0.84,0.88,0.84,0.86,0.42,0.41,0.42,0.41,0.42,0.42,0.41,0.42,0.41,0.42,0.96,0.94,0.97,0.94,0.95,0.96,0.94,0.97,0.94,0.95,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.17,0.00,1.00,7.00,11.00,11.00,11.00,1.00,N
61,20405,2019-02-23_2.jpeg,2019-03-23_3.jpeg,1.13,1.66,0.89,1.55,1.31,1.13,1.66,0.89,1.55,1.31,0.39,0.47,0.33,0.47,0.41,0.39,0.47,0.33,0.47,0.41,0.86,0.84,0.88,0.84,0.86,0.86,0.84,0.88,0.84,0.86,0.42,0.41,0.42,0.41,0.42,0.42,0.41,0.42,0.41,0.42,0.96,0.94,0.97,0.94,0.95,0.96,0.94,0.97,0.94,0.95,0.18,0.17,0.18,0.17,0.17,0.18,0.17,0.18,0.17,0.17,0.00,1.00,7.00,11.00,11.00,11.00,1.00,N
62,20405,2019-03-23_3.jpeg,2019-04-23_4.jpeg,1.13,1.66,0.89,1.55,1.31,1.85,2.56,1.45,2.52,2.10,0.39,0.47,0.33,0.47,0.41,0.56,0.66,0.48,0.67,0.59,0.86,0.84,0.88,0.84,0.86,0.81,0.79,0.83,0.79,0.80,0.42,0.41,0.42,0.41,0.42,0.40,0.39,0.40,0.39,0.39,0.96,0.94,0.97,0.94,0.95,0.94,0.92,0.96,0.92,0.94,0.18,0.17,0.18,0.17,0.17,0.16,0.15,0.16,0.15,0.15,0.14,0.77,5.36,11.00,12.00,7.00,0.58,N
63,20405,2019-04-23_4.jpeg,2019-05-23_5.jpeg,1.85,2.56,1.45,2.52,2.10,1.85,2.56,1.45,2.52,2.10,0.56,0.66,0.48,0.67,0.59,0.56,0.66,0.48,0.67,0.59,0.81,0.79,0.83,0.79,0.80,0.81,0.79,0.83,0.79,0.80,0.40,0.39,0.40,0.39,0.39,0.40,0.39,0.40,0.39,0.39,0.94,0.92,0.96,0.92,0.94,0.94,0.92,0.96,0.92,0.94,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.00,1.00,7.00,12.00,12.00,12.00,1.00,N
64,20405,2019-05-23_5.jpeg,2019-06-23_6.jpeg,1.85,2.56,1.45,2.52,2.10,1.85,2.56,1.45,2.52,2.10,0.56,0.66,0.48,0.67,0.59,0.56,0.66,0.48,0.67,0.59,0.81,0.79,0.83,0.79,0.80,0.81,0.79,0.83,0.79,0.80,0.40,0.39,0.40,0.39,0.39,0.40,0.39,0.40,0.39,0.39,0.94,0.92,0.96,0.92,0.94,0.94,0.92,0.96,0.92,0.94,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.00,1.00,7.00,12.00,12.00,12.00,1.00,N
65,20405,2019-06-23_6.jpeg,2019-07-23_7.jpeg,1.85,2.56,1.45,2.52,2.10,1.85,2.56,1.45,2.52,2.10,0.56,0.66,0.48,0.67,0.59,0.56,0.66,0.48,0.67,0.59,0.81,0.79,0.83,0.79,0.80,0.81,0.79,0.83,0.79,0.80,0.40,0.39,0.40,0.39,0.39,0.40,0.39,0.40,0.39,0.39,0.94,0.92,0.96,0.92,0.94,0.94,0.92,0.96,0.92,0.94,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.00,1.00,7.00,12.00,12.00,12.00,1.00,N
66,20405,2019-07-23_7.jpeg,2019-08-23_8.jpeg,1.85,2.56,1.45,2.52,2.10,1.85,2.56,1.45,2.52,2.10,0.56,0.66,0.48,0.67,0.59,0.56,0.66,0.48,0.67,0.59,0.81,0.79,0.83,0.79,0.80,0.81,0.79,0.83,0.79,0.80,0.40,0.39,0.40,0.39,0.39,0.40,0.39,0.40,0.39,0.39,0.94,0.92,0.96,0.92,0.94,0.94,0.92,0.96,0.92,0.94,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.15,0.00,1.00,7.00,12.00,12.00,12.00,1.00,N
67,20405,2019-08-23_8.jpeg,2019-09-23_9.jpeg,1.85,2.56,1.45,2.52,2.10,1.63,2.31,1.19,2.25,1.84,0.56,0.66,0.48,0.67,0.59,0.49,0.59,0.41,0.60,0.52,0.81,0.79,0.83,0.79,0.80,0.83,0.81,0.85,0.81,0.83,0.40,0.39,0.40,0.39,0.39,0.40,0.39,0.40,0.39,0.39,0.94,0.92,0.96,0.92,0.94,0.96,0.94,0.97,0.94,0.95,0.16,0.15,0.16,0.15,0.15,0.16,0.15,0.16,0.15,0.16,0.16,0.86,5.98,12.00,10.00,8.00,0.67,N
68,20405,2019-09-23_9.jpeg,2019-10-23_10.jpeg,1.63,2.31,1.19,2.25,1.84,1.63,2.31,1.19,2.25,1.84,0.49,0.59,0.41,0.60,0.52,0.49,0.59,0.41,0.60,0.52,0.83,0.81,0.85,0.81,0.83,0.83,0.81,0.85,0.81,0.83,0.40,0.39,0.40,0.39,0.39,0.40,0.39,0.40,0.39,0.39,0.96,0.94,0.97,0.94,0.95,0.96,0.94,0.97,0.94,0.95,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.00,1.00,7.00,10.00,10.00,10.00,1.00,N
69,20405,2019-10-23_10.jpeg,2019-11-23_11.jpeg,1.63,2.31,1.19,2.25,1.84,1.63,2.31,1.19,2.25,1.84,0.49,0.59,0.41,0.60,0.52,0.49,0.59,0.41,0.60,0.52,0.83,0.81,0.85,0.81,0.83,0.83,0.81,0.85,0.81,0.83,0.40,0.39,0.40,0.39,0.39,0.40,0.39,0.40,0.39,0.39,0.96,0.94,0.97,0.94,0.95,0.96,0.94,0.97,0.94,0.95,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.00,1.00,7.00,10.00,10.00,10.00,1.00,N
70,20405,2019-11-23_11.jpeg,2019-12-23_12.jpeg,1.63,2.31,1.19,2.25,1.84,1.63,2.31,1.19,2.25,1.84,0.49,0.59,0.41,0.60,0.52,0.49,0.59,0.41,0.60,0.52,0.83,0.81,0.85,0.81,0.83,0.83,0.81,0.85,0.81,0.83,0.40,0.39,0.40,0.39,0.39,0.40,0.39,0.40,0.39,0.39,0.96,0.94,0.97,0.94,0.95,0.96,0.94,0.97,0.94,0.95,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.00,1.00,7.00,10.00,10.00,10.00,1.00,N
71,20405,2019-12-23_12.jpeg,2020-01-23_13.jpeg,1.63,2.31,1.19,2.25,1.84,1.63,2.31,1.19,2.25,1.84,0.49,0.59,0.41,0.60,0.52,0.49,0.59,0.41,0.60,0.52,0.83,0.81,0.85,0.81,0.83,0.83,0.81,0.85,0.81,0.83,0.40,0.39,0.40,0.39,0.39,0.40,0.39,0.40,0.39,0.39,0.96,0.94,0.97,0.94,0.95,0.96,0.94,0.97,0.94,0.95,0.16,0.15,0.16,0.15,0.16,0.16,0.15,0.16,0.15,0.16,0.00,1.00,7.00,10.00,10.00,10.00,1.00,N
72,20406,2019-01-23_1.jpeg,2019-02-23_2.jpeg,1.37,1.62,0.95,2.06,1.50,1.37,1.62,0.95,2.06,1.50,0.43,0.50,0.39,0.54,0.46,0.43,0.50,0.39,0.54,0.46,0.85,0.83,0.85,0.83,0.84,0.85,0.83,0.85,0.83,0.84,0.57,0.56,0.57,0.56,0.57,0.57,0.56,0.57,0.56,0.57,0.97,0.96,0.98,0.95,0.97,0.97,0.96,0.98,0.95,0.97,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.00,1.00,7.00,2.00,2.00,2.00,1.00,N
73,20406,2019-02-23_2.jpeg,2019-03-23_3.jpeg,1.37,1.62,0.95,2.06,1.50,1.37,1.62,0.95,2.06,1.50,0.43,0.50,0.39,0.54,0.46,0.43,0.50,0.39,0.54,0.46,0.85,0.83,0.85,0.83,0.84,0.85,0.83,0.85,0.83,0.84,0.57,0.56,0.57,0.56,0.57,0.57,0.56,0.57,0.56,0.57,0.97,0.96,0.98,0.95,0.97,0.97,0.96,0.98,0.95,0.97,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.32,0.00,1.00,7.00,2.00,2.00,2.00,1.00,N
74,20406,2019-03-23_3.jpeg,2019-04-23_4.jpeg,1.37,1.62,0.95,2.06,1.50,1.93,2.44,1.71,2.77,2.21,0.43,0.50,0.39,0.54,0.46,0.60,0.69,0.59,0.70,0.65,0.85,0.83,0.85,0.83,0.84,0.79,0.77,0.79,0.78,0.78,0.57,0.56,0.57,0.56,0.57,0.56,0.56,0.56,0.56,0.56,0.97,0.96,0.98,0.95,0.97,0.96,0.95,0.97,0.95,0.96,0.32,0.32,0.32,0.32,0.32,0.32,0.31,0.32,0.31,0.31,0.19,0.73,4.96,2.00,2.00,1.00,0.50,N
75,20406,2019-04-23_4.jpeg,2019-05-23_5.jpeg,1.93,2.44,1.71,2.77,2.21,1.93,2.44,1.71,2.77,2.21,0.60,0.69,0.59,0.70,0.65,0.60,0.69,0.59,0.70,0.65,0.79,0.77,0.79,0.78,0.78,0.79,0.77,0.79,0.78,0.78,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.96,0.95,0.97,0.95,0.96,0.96,0.95,0.97,0.95,0.96,0.32,0.31,0.32,0.31,0.31,0.32,0.31,0.32,0.31,0.31,0.00,1.00,7.00,2.00,2.00,2.00,1.00,N
76,20406,2019-05-23_5.jpeg,2019-06-23_6.jpeg,1.93,2.44,1.71,2.77,2.21,1.93,2.44,1.71,2.77,2.21,0.60,0.69,0.59,0.70,0.65,0.60,0.69,0.59,0.70,0.65,0.79,0.77,0.79,0.78,0.78,0.79,0.77,0.79,0.78,0.78,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.96,0.95,0.97,0.95,0.96,0.96,0.95,0.97,0.95,0.96,0.32,0.31,0.32,0.31,0.31,0.32,0.31,0.32,0.31,0.31,0.00,1.00,7.00,2.00,2.00,2.00,1.00,N
77,20406,2019-06-23_6.jpeg,2019-07-23_7.jpeg,1.93,2.44,1.71,2.77,2.21,1.93,2.44,1.71,2.77,2.21,0.60,0.69,0.59,0.70,0.65,0.60,0.69,0.59,0.70,0.65,0.79,0.77,0.79,0.78,0.78,0.79,0.77,0.79,0.78,0.78,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.96,0.95,0.97,0.95,0.96,0.96,0.95,0.97,0.95,0.96,0.32,0.31,0.32,0.31,0.31,0.32,0.31,0.32,0.31,0.31,0.00,1.00,7.00,2.00,2.00,2.00,1.00,N
78,20406,2019-07-23_7.jpeg,2019-08-23_8.jpeg,1.93,2.44,1.71,2.77,2.21,1.93,2.44,1.71,2.77,2.21,0.60,0.69,0.59,0.70,0.65,0.60,0.69,0.59,0.70,0.65,0.79,0.77,0.79,0.78,0.78,0.79,0.77,0.79,0.78,0.78,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.56,0.96,0.95,0.97,0.95,0.96,0.96,0.95,0.97,0.95,0.96,0.32,0.31,0.32,0.31,0.31,0.32,0.31,0.32,0.31,0.31,0.00,1.00,7.00,2.00,2.00,2.00,1.00,N
79,20406,2019-08-23_8.jpeg,2019-09-23_9.jpeg,1.93,2.44,1.71,2.77,2.21,1.82,2.04,1.21,2.92,2.00,0.60,0.69,0.59,0.70,0.65,0.42,0.47,0.34,0.54,0.44,0.79,0.77,0.79,0.78,0.78,0.88,0.86,0.88,0.86,0.87,0.56,0.56,0.56,0.56,0.56,0.57,0.57,0.57,0.57,0.57,0.96,0.95,0.97,0.95,0.96,0.97,0.97,0.98,0.95,0.97,0.32,0.31,0.32,0.31,0.31,0.33,0.32,0.33,0.32,0.32,0.19,0.51,3.41,2.00,8.00,1.00,0.13,Y
80,20406,2019-09-23_9.jpeg,2019-10-23_10.jpeg,1.82,2.04,1.21,2.92,2.00,1.82,2.04,1.21,2.92,2.00,0.42,0.47,0.34,0.54,0.44,0.42,0.47,0.34,0.54,0.44,0.88,0.86,0.88,0.86,0.87,0.88,0.86,0.88,0.86,0.87,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.97,0.97,0.98,0.95,0.97,0.97,0.97,0.98,0.95,0.97,0.33,0.32,0.33,0.32,0.32,0.33,0.32,0.33,0.32,0.32,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
81,20406,2019-10-23_10.jpeg,2019-11-23_11.jpeg,1.82,2.04,1.21,2.92,2.00,1.82,2.04,1.21,2.92,2.00,0.42,0.47,0.34,0.54,0.44,0.42,0.47,0.34,0.54,0.44,0.88,0.86,0.88,0.86,0.87,0.88,0.86,0.88,0.86,0.87,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.97,0.97,0.98,0.95,0.97,0.97,0.97,0.98,0.95,0.97,0.33,0.32,0.33,0.32,0.32,0.33,0.32,0.33,0.32,0.32,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
82,20406,2019-11-23_11.jpeg,2019-12-23_12.jpeg,1.82,2.04,1.21,2.92,2.00,1.82,2.04,1.21,2.92,2.00,0.42,0.47,0.34,0.54,0.44,0.42,0.47,0.34,0.54,0.44,0.88,0.86,0.88,0.86,0.87,0.88,0.86,0.88,0.86,0.87,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.97,0.97,0.98,0.95,0.97,0.97,0.97,0.98,0.95,0.97,0.33,0.32,0.33,0.32,0.32,0.33,0.32,0.33,0.32,0.32,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
83,20406,2019-12-23_12.jpeg,2020-01-23_13.jpeg,1.82,2.04,1.21,2.92,2.00,1.82,2.04,1.21,2.92,2.00,0.42,0.47,0.34,0.54,0.44,0.42,0.47,0.34,0.54,0.44,0.88,0.86,0.88,0.86,0.87,0.88,0.86,0.88,0.86,0.87,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.57,0.97,0.97,0.98,0.95,0.97,0.97,0.97,0.98,0.95,0.97,0.33,0.32,0.33,0.32,0.32,0.33,0.32,0.33,0.32,0.32,0.00,1.00,7.00,8.00,8.00,8.00,1.00,N
84,20407,2019-01-29_1.jpeg,2019-02-28_2.jpeg,1.26,1.51,0.46,1.47,1.17,1.26,1.51,0.46,1.47,1.17,0.42,0.48,0.24,0.46,0.40,0.42,0.48,0.24,0.46,0.40,0.85,0.83,0.89,0.84,0.85,0.85,0.83,0.89,0.84,0.85,0.51,0.50,0.52,0.50,0.51,0.51,0.50,0.52,0.50,0.51,0.93,0.91,0.97,0.91,0.93,0.93,0.91,0.97,0.91,0.93,0.26,0.25,0.27,0.25,0.26,0.26,0.25,0.27,0.25,0.26,0.00,1.00,7.00,1.00,1.00,1.00,1.00,N
85,20407,2019-02-28_2.jpeg,2019-03-29_3.jpeg,1.26,1.51,0.46,1.47,1.17,2.14,2.54,0.93,2.61,2.06,0.42,0.48,0.24,0.46,0.40,0.62,0.70,0.42,0.69,0.61,0.85,0.83,0.89,0.84,0.85,0.79,0.76,0.83,0.77,0.79,0.51,0.50,0.52,0.50,0.51,0.49,0.49,0.51,0.49,0.49,0.93,0.91,0.97,0.91,0.93,0.93,0.92,0.97,0.91,0.93,0.26,0.25,0.27,0.25,0.26,0.24,0.24,0.26,0.24,0.24,0.16,0.84,5.61,1.00,4.00,1.00,0.25,N
